,Наименование,id,Скидка,Цена,Цена со скидкой,Бренд,id бренда,feedbacks,rating,Ссылка
15,Набор - Говорящая книга Нажималка Животные + Транспорт,141013441,50,9048,4524,BertToys,38694,35,5,https://www.wildberries.ru/catalog/141013441/detail.aspx?targetUrl=BP
16,Один дома. Готовим без мамы и бабушки,19371109,46,1191,643,Издательский Дом Мещерякова,5641,530,5,https://www.wildberries.ru/catalog/19371109/detail.aspx?targetUrl=BP
17,6 минут для детей (бирюзовый),37417209,25,1186,889,Альпина. Книги,1373532,403,5,https://www.wildberries.ru/catalog/37417209/detail.aspx?targetUrl=BP
18,"Детская Интерактивная энциклопедия. Книга для детей, Подарок",51600172,67,5422,1789,Malamalama,28039,284,5,https://www.wildberries.ru/catalog/51600172/detail.aspx?targetUrl=BP
19,"Развивающие книги для детей, развивашки малышу буквы прописи",17582921,39,1089,664,KRAAV,103978,1213,5,https://www.wildberries.ru/catalog/17582921/detail.aspx?targetUrl=BP
20,Самая большая детская энциклопедия. Книги для детей,3938626,65,4686,1640,Владис,5662,358,5,https://www.wildberries.ru/catalog/3938626/detail.aspx?targetUrl=BP
21,Набор книги для детей малышей годовой курс занятий игра 1+,120172824,68,6132,1962,ШКОЛА СЕМИ ГНОМОВ,25758,1065,5,https://www.wildberries.ru/catalog/120172824/detail.aspx?targetUrl=BP
22,"Развивающие книги для детей, тетрадь развивашка пиши стирай",133815416,67,1940,640,Совёнок Ми,512117,650,5,https://www.wildberries.ru/catalog/133815416/detail.aspx?targetUrl=BP
23,Шарнирная кукла в смешанной технике Инякина Полина,135516098,28,2400,1728,Хоббитека,8101,87,5,https://www.wildberries.ru/catalog/135516098/detail.aspx?targetUrl=BP
24,Книга Пластилин,10068460,85,4340,651,Филипок и Ко,51143,2399,5,https://www.wildberries.ru/catalog/10068460/detail.aspx?targetUrl=BP
25,Многоразовые прописи Цифры для дошкольников,34728843,73,2490,672,Волшебные прописи,369269,218,5,https://www.wildberries.ru/catalog/34728843/detail.aspx?targetUrl=BP
26,Прописи для дошкольников многоразовые исчезающие 3+,57735299,71,2250,652,ЗАНИМАШКИ,645847,243,5,https://www.wildberries.ru/catalog/57735299/detail.aspx?targetUrl=BP
27,Развивающая настольная игра Друг-утюг для детей от 5-7 лет,12090430,89,11035,1213,Биплант,3792,119,5,https://www.wildberries.ru/catalog/12090430/detail.aspx?targetUrl=BP
28,Говорящая музыкальная книга Нажималка Транспорт,141014673,50,5114,2557,BertToys,38694,694,5,https://www.wildberries.ru/catalog/141014673/detail.aspx?targetUrl=BP
29,Тактильная развивающая книга игрушка Трогательные истории,40526110,48,1441,749,Счастье внутри,53024,1615,5,https://www.wildberries.ru/catalog/40526110/detail.aspx?targetUrl=BP
30,Именной альбом Детский фотоальбом,29604759,54,1500,690,HomeLavka,96101,877,5,https://www.wildberries.ru/catalog/29604759/detail.aspx?targetUrl=BP
31,"""Учимся вырезать!"". Рабочая тетрадь KUMON",5720234,20,778,622,"Издательство Манн, Иванов и Фербер",4508,147,5,https://www.wildberries.ru/catalog/5720234/detail.aspx?targetUrl=BP
32,Говорящая музыкальная книга Нажималка Животные,63059593,50,4898,2449,BertToys,38694,694,5,https://www.wildberries.ru/catalog/63059593/detail.aspx?targetUrl=BP
33,"Книга ""Скорочтение для детей 10 - 16 л.""",11886210,81,4674,888,Филипок и Ко,51143,1195,5,https://www.wildberries.ru/catalog/11886210/detail.aspx?targetUrl=BP
34,Набор детских книг для обучения чтению по слогам,90615634,72,2196,614,БУКВА ЛЕНД,26919,51,5,https://www.wildberries.ru/catalog/90615634/detail.aspx?targetUrl=BP
35,Набор книги для детей малышей годовой курс занятий 5+,4355470,67,5410,1785,ШКОЛА СЕМИ ГНОМОВ,25758,269,5,https://www.wildberries.ru/catalog/4355470/detail.aspx?targetUrl=BP
36,Моя первая книга. Энциклопедия для малышей от 6 месяцев,7105596,65,1905,666,Владис,5662,715,5,https://www.wildberries.ru/catalog/7105596/detail.aspx?targetUrl=BP
37,"Настольная игра ""Читай-хватай English""",10533607,89,8454,929,Банда Умников,8804,68,5,https://www.wildberries.ru/catalog/10533607/detail.aspx?targetUrl=BP
38,Открой тайны. Как все работает. От 3 лет. Книга с окошками,6125401,70,3100,930,Издательство Робинс,8383,241,5,https://www.wildberries.ru/catalog/6125401/detail.aspx?targetUrl=BP
39,Каллиграфические прописи. Комплект,48827497,53,1590,747,Станюк Т.Ю.,231422,109,5,https://www.wildberries.ru/catalog/48827497/detail.aspx?targetUrl=BP
40,Развивающие логопедические пластиковые карточки для детей,29715619,69,4799,1487,Igrulex,291570,230,5,https://www.wildberries.ru/catalog/29715619/detail.aspx?targetUrl=BP
41,Книга 100 окошек. Открывай-ка Вульф Тони,140005866,75,5980,1495,Эксмодетство,86175,9,5,https://www.wildberries.ru/catalog/140005866/detail.aspx?targetUrl=BP
42,"Набор книг 250 наклеек Животные, развитие ребенка",14204542,87,7117,925,Буква-Ленд,20890,1643,5,https://www.wildberries.ru/catalog/14204542/detail.aspx?targetUrl=BP
43,"Новогодний набор из 12 книг, подарок",97920540,64,2500,900,Shelsy,567688,145,5,https://www.wildberries.ru/catalog/97920540/detail.aspx?targetUrl=BP
44,Большая пластилиновая книга увлечений и развлечений (кн. 1),19428333,31,1035,714,Эксмо,4481,209,5,https://www.wildberries.ru/catalog/19428333/detail.aspx?targetUrl=BP
45,Интервью book интервью каждый год интервью бук,15991078,34,3199,2111,MILKYCHEEKS,113014,167,5,https://www.wildberries.ru/catalog/15991078/detail.aspx?targetUrl=BP
46,Новогодний набор адвент календарь 2023,103851298,83,5000,850,Буква-Ленд,20890,198,5,https://www.wildberries.ru/catalog/103851298/detail.aspx?targetUrl=BP
47,Детские книжки для малышей запуск и развитие речи от года,93354525,71,2125,616,Буква-Ленд,20890,34,5,https://www.wildberries.ru/catalog/93354525/detail.aspx?targetUrl=BP
48,Давай вырезать! KUMON,5720246,20,808,646,"Издательство Манн, Иванов и Фербер",4508,126,5,https://www.wildberries.ru/catalog/5720246/detail.aspx?targetUrl=BP
49,Открой тайны транспорта,2948947,70,2983,894,Издательство Робинс,8383,267,5,https://www.wildberries.ru/catalog/2948947/detail.aspx?targetUrl=BP
50,Большая детская энциклопедия динозавров. Книги для детей,3938599,65,4572,1600,Владис,5662,188,5,https://www.wildberries.ru/catalog/3938599/detail.aspx?targetUrl=BP
51,Большая книга японских узоров. 260 необычных схем для,6381797,25,2203,1652,"Издательство Манн, Иванов и Фербер",4508,577,5,https://www.wildberries.ru/catalog/6381797/detail.aspx?targetUrl=BP
52,Мини - книжки для малышки,109106201,70,2917,875,Издательство Робинс,8383,15,5,https://www.wildberries.ru/catalog/109106201/detail.aspx?targetUrl=BP
53,Книга,116453900,29,1929,1369,Эксмо,4481,34,5,https://www.wildberries.ru/catalog/116453900/detail.aspx?targetUrl=BP
54,Секреты аэропорта. От 3-х лет. Книга с окошками,2948930,70,3030,909,Издательство Робинс,8383,184,5,https://www.wildberries.ru/catalog/2948930/detail.aspx?targetUrl=BP
55,Развитие памяти Обучающие карточки-тренажер для детей,11662497,90,6900,690,BRAINY TRAINY,44153,68,5,https://www.wildberries.ru/catalog/11662497/detail.aspx?targetUrl=BP
56,Интерактивная развивающая книга для детей - Животные,63103644,50,1374,687,BertToys,38694,389,4,https://www.wildberries.ru/catalog/63103644/detail.aspx?targetUrl=BP
57,Интервью book интервью каждый год интервью бук,15991077,34,3199,2111,MILKYCHEEKS,113014,167,5,https://www.wildberries.ru/catalog/15991077/detail.aspx?targetUrl=BP
58,Андерсен Х.-К. Большая книга сказок (Великие сказочники мира…,15732536,15,1176,999,РОСМЭН,2613,62,5,https://www.wildberries.ru/catalog/15732536/detail.aspx?targetUrl=BP
59,Цвет в природе. Коллекция красок окружающего мира,87035197,35,4540,2951,"Издательство Манн, Иванов и Фербер",4508,3,3,https://www.wildberries.ru/catalog/87035197/detail.aspx?targetUrl=BP
60,"Настольная игра Фрукто 10, состав числа",10533597,90,6900,690,Банда Умников,8804,88,5,https://www.wildberries.ru/catalog/10533597/detail.aspx?targetUrl=BP
61,Большая книга Roblox. Как создавать свои миры и делать игру,14954738,28,1779,1280,Эксмо,4481,11,5,https://www.wildberries.ru/catalog/14954738/detail.aspx?targetUrl=BP
62,Моя большая книжка с окошками,2562736,30,1966,1376,Эксмо,4481,232,5,https://www.wildberries.ru/catalog/2562736/detail.aspx?targetUrl=BP
63,Давай клеить! KUMON,5789980,27,885,646,"Издательство Манн, Иванов и Фербер",4508,67,5,https://www.wildberries.ru/catalog/5789980/detail.aspx?targetUrl=BP
64,Набор детских книг для обучения чтению по слогам,109763115,68,1911,611,БУКВА ЛЕНД,26919,51,5,https://www.wildberries.ru/catalog/109763115/detail.aspx?targetUrl=BP
65,Доисторический мир динозавров. Детская энциклопедия,10924226,65,1919,671,Владис,5662,96,5,https://www.wildberries.ru/catalog/10924226/detail.aspx?targetUrl=BP
66,Однажды на стройке. Виммельбух,42177847,15,882,749,РОСМЭН,2613,38,5,https://www.wildberries.ru/catalog/42177847/detail.aspx?targetUrl=BP
67,Большая пластилиновая книга Кабаченко Сергей,140412482,75,2732,683,Издательство Эксмо,98051,4,5,https://www.wildberries.ru/catalog/140412482/detail.aspx?targetUrl=BP
68,"Детская Интерактивная энциклопедия. Книга для детей, Подарок",55248061,71,2821,818,Malamalama,28039,284,5,https://www.wildberries.ru/catalog/55248061/detail.aspx?targetUrl=BP
69,Скорочтение Развивающая игра-тренажер,39633544,90,6900,690,BRAINY TRAINY,44153,85,5,https://www.wildberries.ru/catalog/39633544/detail.aspx?targetUrl=BP
70,Скульптурная живопись. Ермилова Евгения,45706476,35,2390,1553,Хоббитека,8101,43,5,https://www.wildberries.ru/catalog/45706476/detail.aspx?targetUrl=BP
71,Едим как в сказке,18698967,35,1113,723,Альпина. Книги,1373532,43,5,https://www.wildberries.ru/catalog/18698967/detail.aspx?targetUrl=BP
72,Интервью book интервью каждый год интервью бук,15991079,34,3199,2111,MILKYCHEEKS,113014,167,5,https://www.wildberries.ru/catalog/15991079/detail.aspx?targetUrl=BP
73,Тактильная развивающая книга для детей с окошками для малыше…,49417545,55,1395,627,Счастье внутри,53024,130,5,https://www.wildberries.ru/catalog/49417545/detail.aspx?targetUrl=BP
74,6 минут для детей (оранжевый),60828659,25,1186,889,Альпина. Книги,1373532,403,5,https://www.wildberries.ru/catalog/60828659/detail.aspx?targetUrl=BP
75,Современная детская энциклопедия. Что? Когда? Зачем? Почему?,4162102,69,4544,1408,Владис,5662,21,5,https://www.wildberries.ru/catalog/4162102/detail.aspx?targetUrl=BP
76,Мини - книжки для малыша,109095543,70,2917,875,Издательство Робинс,8383,9,5,https://www.wildberries.ru/catalog/109095543/detail.aspx?targetUrl=BP
77,Неизвестный Ван Гог. Последний год жизни художника,9878508,37,2299,1448,"Издательство Манн, Иванов и Фербер",4508,4,5,https://www.wildberries.ru/catalog/9878508/detail.aspx?targetUrl=BP
78,Большая детская энциклопедия в вопросах и ответах,3938567,71,4544,1317,Владис,5662,21,5,https://www.wildberries.ru/catalog/3938567/detail.aspx?targetUrl=BP
79,Детская энциклопедия. 1000+1 ответ на вопросы почемучек,10924037,71,3608,1046,Владис,5662,35,5,https://www.wildberries.ru/catalog/10924037/detail.aspx?targetUrl=BP
80,Числа пиши и стирай. 4-5-6 лет,28558628,30,864,604,Национальное Образование,71839,50,5,https://www.wildberries.ru/catalog/28558628/detail.aspx?targetUrl=BP
81,"""Пластилин""+""Гимнастика 6-7 лет""",120775142,60,2078,831,Домашняя школа 6-9,893873,1,5,https://www.wildberries.ru/catalog/120775142/detail.aspx?targetUrl=BP
82,Суперраскладушки Развиваем малыша от 0 до 1 года 3 книжки -…,87456674,70,2997,899,Издательство Робинс,8383,24,5,https://www.wildberries.ru/catalog/87456674/detail.aspx?targetUrl=BP
83,Тренировать логику и мышление 7-9 лет,123055775,60,1508,603,Филипок и Ко,51143,1,5,https://www.wildberries.ru/catalog/123055775/detail.aspx?targetUrl=BP
84,Подарок юному шахматисту,110374477,38,1383,857,Эксмо,4481,2,4,https://www.wildberries.ru/catalog/110374477/detail.aspx?targetUrl=BP
85,Асборн - карточки Стереокартинки для всей семьи Возьми с соб…,18130278,70,2863,858,Издательство Робинс,8383,101,5,https://www.wildberries.ru/catalog/18130278/detail.aspx?targetUrl=BP
86,Детская энциклопедия. 1001 ответ на вопросы обо всём,3938633,71,3608,1046,Владис,5662,35,5,https://www.wildberries.ru/catalog/3938633/detail.aspx?targetUrl=BP
87,Открой тайны. Азбука в окошках. От 3 лет. Книга с окошками,10234250,70,2550,765,Издательство Робинс,8383,179,5,https://www.wildberries.ru/catalog/10234250/detail.aspx?targetUrl=BP
88,Детская книга для малышей Первые потешки. Сказки для детей,40709967,64,1800,648,Malamalama,28039,91,5,https://www.wildberries.ru/catalog/40709967/detail.aspx?targetUrl=BP
89,Энциклопедия человека. Как устроено наше тело,10924095,69,2687,832,Владис,5662,21,5,https://www.wildberries.ru/catalog/10924095/detail.aspx?targetUrl=BP
90,Книга с наклейками Ninjago Вокруг и Около,13878575,15,787,668,LEGO,1241,9,5,https://www.wildberries.ru/catalog/13878575/detail.aspx?targetUrl=BP
91,"""Гимнастика 6-7 л."" + ""Фитнес 6-7 л.""",124189407,60,2898,1159,ИД НЕВА,219394,2,5,https://www.wildberries.ru/catalog/124189407/detail.aspx?targetUrl=BP
92,Анатомия цвета,12634207,33,4566,3059,"Издательство Манн, Иванов и Фербер",4508,12,4,https://www.wildberries.ru/catalog/12634207/detail.aspx?targetUrl=BP
93,Большая детская иллюстрированная энциклопедия,4162179,75,3920,980,Владис,5662,135,5,https://www.wildberries.ru/catalog/4162179/detail.aspx?targetUrl=BP
94,Подводный мир. Иллюстрированная энциклопедия,10924082,69,2564,794,Владис,5662,105,5,https://www.wildberries.ru/catalog/10924082/detail.aspx?targetUrl=BP
95,LEGO Книга развлечений (+ набор LEGO из 45 элементов),28394777,47,3073,1628,Эксмо,4481,2,5,https://www.wildberries.ru/catalog/28394777/detail.aspx?targetUrl=BP
96,Открой тайны. Океаны Книга с окошками От 5 лет,79866480,70,3363,1008,Издательство Робинс,8383,10,5,https://www.wildberries.ru/catalog/79866480/detail.aspx?targetUrl=BP
97,Я иду искать в Москве,110675165,28,1113,801,Альпина. Книги,1373532,7,4,https://www.wildberries.ru/catalog/110675165/detail.aspx?targetUrl=BP
98,Большая энциклопедия для дошкольников и младших школьников,10924233,78,3400,748,Владис,5662,29,5,https://www.wildberries.ru/catalog/10924233/detail.aspx?targetUrl=BP
99,Набор книг-квестов Квесты для детей 8+,70039243,34,900,594,PRESENTS FOR KIDS,1079451,14,5,https://www.wildberries.ru/catalog/70039243/detail.aspx?targetUrl=BP
100,Секреты леса Книги с окошками От 3 лет,44196494,70,3030,909,Издательство Робинс,8383,18,5,https://www.wildberries.ru/catalog/44196494/detail.aspx?targetUrl=BP
101,Иллюстрированная энциклопедия умного сада. Курдюмов Н.И,10928188,71,2218,643,Владис,5662,14,5,https://www.wildberries.ru/catalog/10928188/detail.aspx?targetUrl=BP
102,Скорочтение 10-16 л.+Гимнастика 10-12 л,123132748,60,2825,1130,Филипок и Ко,51143,0,0,https://www.wildberries.ru/catalog/123132748/detail.aspx?targetUrl=BP
103,Тонкости акварели с Юко Нагаямой,132761945,35,1600,1040,"Издательство Манн, Иванов и Фербер",4508,7,5,https://www.wildberries.ru/catalog/132761945/detail.aspx?targetUrl=BP
104,Блокнот-тренажер Гимнастика для ума для детей 10-12 лет,124876841,60,1508,603,ИД НЕВА,219394,0,0,https://www.wildberries.ru/catalog/124876841/detail.aspx?targetUrl=BP
105,"Книга драконов. Гигантские змеи, стражи сокровищ и",134446053,45,3039,1671,"Издательство Манн, Иванов и Фербер",4508,4,4,https://www.wildberries.ru/catalog/134446053/detail.aspx?targetUrl=BP
106,Лучшая энциклопедия для будущих отличников. Книги для детей,10924245,78,3920,862,Владис,5662,135,5,https://www.wildberries.ru/catalog/10924245/detail.aspx?targetUrl=BP
107,Детектив Таша Тунцова Добро пожаловать,58112737,35,863,560,Альпина. Книги,1373532,14,5,https://www.wildberries.ru/catalog/58112737/detail.aspx?targetUrl=BP
108,"Вязунчики. Игрушки, вязанные крючком. Юлия Оголь",7320289,30,1380,966,Хоббитека,8101,68,5,https://www.wildberries.ru/catalog/7320289/detail.aspx?targetUrl=BP
109,Гимнастика для ума для детей 10-12 лет,123800047,60,1508,603,КАПИТАЛ,18716,1,5,https://www.wildberries.ru/catalog/123800047/detail.aspx?targetUrl=BP
110,Морковкины с утра и до вечера,44483102,30,1160,812,"Издательство Манн, Иванов и Фербер",4508,4,3,https://www.wildberries.ru/catalog/44483102/detail.aspx?targetUrl=BP
111,Код цвета,138265690,34,1722,1136,"Издательство Манн, Иванов и Фербер",4508,3,5,https://www.wildberries.ru/catalog/138265690/detail.aspx?targetUrl=BP
112,Большая детская энциклопедия. 1234 вопроса - 1234 ответа,4557433,70,3088,926,Владис,5662,31,5,https://www.wildberries.ru/catalog/4557433/detail.aspx?targetUrl=BP
113,Где же дракон?,67251168,58,1488,624,Поляндрия,16786,6,5,https://www.wildberries.ru/catalog/67251168/detail.aspx?targetUrl=BP
114,Развивающие карточки межполушарное развитие пиши стирай,140296982,52,1300,624,IQ-ZABIAKA,81674,1,5,https://www.wildberries.ru/catalog/140296982/detail.aspx?targetUrl=BP
115,Блокнот-тренажер Карта тела 11-15 лет,123444751,60,1508,603,КАПИТАЛ,18716,0,0,https://www.wildberries.ru/catalog/123444751/detail.aspx?targetUrl=BP
116,Учимся рисовать. Комплект из 12 книг,16029750,44,1347,754,ВАКО,14662,74,5,https://www.wildberries.ru/catalog/16029750/detail.aspx?targetUrl=BP
117,Scratch для детей. Самоучитель по программированию,5939418,38,1826,1132,"Издательство Манн, Иванов и Фербер",4508,1,5,https://www.wildberries.ru/catalog/5939418/detail.aspx?targetUrl=BP
118,Братья Гримм. Лучшие сказки (Великие сказочники мира),17460238,15,1176,999,РОСМЭН,2613,23,5,https://www.wildberries.ru/catalog/17460238/detail.aspx?targetUrl=BP
119,Текстильные игрушки,9863203,35,1980,1287,Хоббитека,8101,58,5,https://www.wildberries.ru/catalog/9863203/detail.aspx?targetUrl=BP
120,Тактильная развивающая книга для детей с окошками для малыше…,49417544,55,1381,621,Счастье внутри,53024,130,5,https://www.wildberries.ru/catalog/49417544/detail.aspx?targetUrl=BP
121,Набор Реши пиши. Основы шахмат и логика,25942247,90,7900,790,Банда Умников,8804,65,5,https://www.wildberries.ru/catalog/25942247/detail.aspx?targetUrl=BP
122,Чудо (новинка),6175643,34,904,596,"Издательство Манн, Иванов и Фербер",4508,17,5,https://www.wildberries.ru/catalog/6175643/detail.aspx?targetUrl=BP
123,Скорочтение 6-9 л. + Гимнастика 6-7л,123130145,60,2825,1130,Филипок и Ко,51143,0,0,https://www.wildberries.ru/catalog/123130145/detail.aspx?targetUrl=BP
124,Набор карточек развитие речи для детей и малышей 6 шт,140296716,45,1150,632,NO NAME,34540,2,5,https://www.wildberries.ru/catalog/140296716/detail.aspx?targetUrl=BP
125,Всё о динозаврах. Иллюстрированная энциклопедия,4162087,73,2880,777,Владис,5662,39,5,https://www.wildberries.ru/catalog/4162087/detail.aspx?targetUrl=BP
126,Книга с окошками развивающая Книги для детей и малышей,40118250,61,1556,606,Счастье внутри,53024,47,5,https://www.wildberries.ru/catalog/40118250/detail.aspx?targetUrl=BP
127,Скоро-ние 10-16 л. + Карта тела 11-15 л,123128109,60,2825,1130,Филипок и Ко,51143,0,0,https://www.wildberries.ru/catalog/123128109/detail.aspx?targetUrl=BP
128,Набор для главного фаната Minecraft. 4 в 1. Игры,68793980,37,1168,735,Эксмо,4481,1,5,https://www.wildberries.ru/catalog/68793980/detail.aspx?targetUrl=BP
129,Эверест,6781440,40,1312,787,"Издательство Манн, Иванов и Фербер",4508,2,5,https://www.wildberries.ru/catalog/6781440/detail.aspx?targetUrl=BP
130,Скорочтение 6-9 л. + Гимнастика 6-7л,124189784,60,2898,1159,ИД НЕВА,219394,1,5,https://www.wildberries.ru/catalog/124189784/detail.aspx?targetUrl=BP
131,Поезда. Виммельбух,41789214,15,882,749,РОСМЭН,2613,148,5,https://www.wildberries.ru/catalog/41789214/detail.aspx?targetUrl=BP
132,Консервирование по-скандинавски,40120036,28,1356,976,"Издательство Манн, Иванов и Фербер",4508,3,5,https://www.wildberries.ru/catalog/40120036/detail.aspx?targetUrl=BP
133,Мой волшебный дневник (Wunderpark),85718348,35,988,642,Альпина. Книги,1373532,2,3,https://www.wildberries.ru/catalog/85718348/detail.aspx?targetUrl=BP
134,Большая энциклопедия для дошколят и младших школьников,10924254,69,4544,1408,Владис,5662,19,5,https://www.wildberries.ru/catalog/10924254/detail.aspx?targetUrl=BP
135,Тапочки для всей семьи в,101859955,20,1380,1104,Издательство АСТ,5971,2,4,https://www.wildberries.ru/catalog/101859955/detail.aspx?targetUrl=BP
136,Новейшая энциклопедия для школьников. Книги для детей,4162155,73,2490,672,Владис,5662,32,5,https://www.wildberries.ru/catalog/4162155/detail.aspx?targetUrl=BP
137,Пластилин+Гимнастика 8-9 л,124188052,60,2898,1159,ИД НЕВА,219394,0,0,https://www.wildberries.ru/catalog/124188052/detail.aspx?targetUrl=BP
138,Мои первые развивающие плакаты Комплект из 24 плакатов с нак…,32021311,80,2975,595,Издательство Робинс,8383,9,5,https://www.wildberries.ru/catalog/32021311/detail.aspx?targetUrl=BP
139,"Мальчики и девочки, эта книга для вас! Детская энциклопедия",7105590,73,2204,595,Владис,5662,42,5,https://www.wildberries.ru/catalog/7105590/detail.aspx?targetUrl=BP
140,Детская энциклопедия для умных дошколят. Книги для детей,10924178,73,2932,791,Владис,5662,73,5,https://www.wildberries.ru/catalog/10924178/detail.aspx?targetUrl=BP
141,Стёртый,13746591,32,1357,922,"Издательство Манн, Иванов и Фербер",4508,4,5,https://www.wildberries.ru/catalog/13746591/detail.aspx?targetUrl=BP
142,Книга с окошками развивающая Книги для детей и малышей,40118251,61,1559,608,Счастье внутри,53024,47,5,https://www.wildberries.ru/catalog/40118251/detail.aspx?targetUrl=BP
143,Как жили на Руси,5899012,32,1125,765,"Издательство Манн, Иванов и Фербер",4508,4,5,https://www.wildberries.ru/catalog/5899012/detail.aspx?targetUrl=BP
144,Динозавры - властелины планеты. Книги для детей,10924225,71,2880,835,Владис,5662,39,5,https://www.wildberries.ru/catalog/10924225/detail.aspx?targetUrl=BP
145,Прописи для дошкольников. Комплект,63034767,69,2100,651,Станюк Т.Ю.,231422,0,0,https://www.wildberries.ru/catalog/63034767/detail.aspx?targetUrl=BP
146,Детская энциклопедия в вопросах и ответах. Что? Когда?,10924119,71,2200,638,Владис,5662,28,5,https://www.wildberries.ru/catalog/10924119/detail.aspx?targetUrl=BP
147,LEGO Сказки на ночь (+ набор LEGO из 70 элементов),16008708,51,3012,1475,Эксмо,4481,5,4,https://www.wildberries.ru/catalog/16008708/detail.aspx?targetUrl=BP
148,"Книга ""Простая электроника для детей и взрослых""",40390543,18,1860,1525,Инженерка,207889,24,4,https://www.wildberries.ru/catalog/40390543/detail.aspx?targetUrl=BP
149,Книга-игра. Секреты гномов (илл. Тони Вульфа),43395232,47,2626,1391,Эксмо,4481,2,3,https://www.wildberries.ru/catalog/43395232/detail.aspx?targetUrl=BP
150,Тесты и творч. задания. Ответы. Комплект. Сольфеджио. Вып. 1,71624185,57,1597,686,Композитор,46799,0,0,https://www.wildberries.ru/catalog/71624185/detail.aspx?targetUrl=BP
151,Лучшая энциклопедия для современных школьников,10924250,70,1944,583,Владис,5662,16,5,https://www.wildberries.ru/catalog/10924250/detail.aspx?targetUrl=BP
152,Набор развивающих карточек,84054011,7,1529,1421,WeGrowGood,1207256,16,5,https://www.wildberries.ru/catalog/84054011/detail.aspx?targetUrl=BP
153,Что? Как? Почему? Зачем? Большая детская энциклопедия,3938588,69,3088,957,Владис,5662,31,5,https://www.wildberries.ru/catalog/3938588/detail.aspx?targetUrl=BP
154,Английский язык. Иллюстрированный учебник для дошколят,10924214,69,2008,622,Владис,5662,56,5,https://www.wildberries.ru/catalog/10924214/detail.aspx?targetUrl=BP
155,Специально для девочек,8255217,40,1022,613,Издательство Махаон,6301,135,5,https://www.wildberries.ru/catalog/8255217/detail.aspx?targetUrl=BP
156,Карточки развивающие Готовимся к школе,108446953,65,3019,1056,ЯиСемья,597541,0,0,https://www.wildberries.ru/catalog/108446953/detail.aspx?targetUrl=BP
157,Годовой курс развивающих занятий для малышей от 2 до 3 лет,5860300,31,1332,919,Эксмо,4481,74,5,https://www.wildberries.ru/catalog/5860300/detail.aspx?targetUrl=BP
158,Начинаю говорить Мои первые слова и картинки 50 карточек От…,57825933,70,2097,629,Издательство Робинс,8383,14,5,https://www.wildberries.ru/catalog/57825933/detail.aspx?targetUrl=BP
159,"""Пластилин""+""Гимнастика 6-7 лет""",124186237,60,2825,1130,ИД НЕВА,219394,0,0,https://www.wildberries.ru/catalog/124186237/detail.aspx?targetUrl=BP
